table_name	index_name	index_type	unique	columns	source_file	status	notes
llx_accounting_account	idx_accounting_account_account_parent	INDEX	N	account_parent	htdocs/install/mysql/tables/llx_accounting_account.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_accounting_account	idx_accounting_account_fk_pcg_version	INDEX	N	fk_pcg_version	htdocs/install/mysql/tables/llx_accounting_account.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_accounting_account	PRIMARY	PRIMARY KEY	Y	rowid	htdocs/install/mysql/tables/llx_accounting_account.sql	启用	主键在建表文件中定义
llx_accounting_account	uk_accounting_account	INDEX	Y	account_number, entity, fk_pcg_version	htdocs/install/mysql/tables/llx_accounting_account.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_accounting_analytic_account	PRIMARY	PRIMARY KEY	Y	rowid	htdocs/install/mysql/tables/llx_accounting_analytic_account-accounting.sql	启用	主键在建表文件中定义
llx_accounting_analytic_account	uk_accounting_analytic_account	INDEX	Y	code, entity	htdocs/install/mysql/tables/llx_accounting_analytic_account-accounting.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_accounting_analytic_axis	PRIMARY	PRIMARY KEY	Y	rowid	htdocs/install/mysql/tables/llx_accounting_analytic_axis-accounting.sql	启用	主键在建表文件中定义
llx_accounting_analytic_axis	uk_accounting_analytic_axis	INDEX	Y	code, entity	htdocs/install/mysql/tables/llx_accounting_analytic_axis-accounting.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_accounting_analytic_distribution	PRIMARY	PRIMARY KEY	Y	rowid	htdocs/install/mysql/tables/llx_accounting_analytic_distribution-accounting.sql	启用	主键在建表文件中定义
llx_accounting_balance_snapshot	idx_accounting_balance_snapshot_account	INDEX	N	entity, fk_fiscalyear, account_number, debit, credit	htdocs/install/mysql/tables/llx_accounting_balance_snapshot-accounting.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_accounting_balance_snapshot	idx_accounting_balance_snapshot_subaccount	INDEX	N	entity, fk_fiscalyear, subledger_account, debit, credit	htdocs/install/mysql/tables/llx_accounting_balance_snapshot-accounting.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_accounting_balance_snapshot	PRIMARY	PRIMARY KEY	Y	rowid	htdocs/install/mysql/tables/llx_accounting_balance_snapshot-accounting.sql	启用	主键在建表文件中定义
llx_accounting_balance_snapshot	uk_accounting_balance_snapshot	INDEX	Y	entity, fk_fiscalyear, account_number, subledger_account	htdocs/install/mysql/tables/llx_accounting_balance_snapshot-accounting.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_accounting_bookkeeping_piece	idx_accounting_bookkeeping_piece_fk_user_author	INDEX	N	fk_user_author	htdocs/install/mysql/tables/llx_accounting_bookkeeping_piece-accounting.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_accounting_bookkeeping_piece	idx_accounting_bookkeeping_piece_fk_user_closing	INDEX	N	fk_user_closing	htdocs/install/mysql/tables/llx_accounting_bookkeeping_piece-accounting.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_accounting_bookkeeping_piece	idx_accounting_bookkeeping_piece_fk_user_modif	INDEX	N	fk_user_modif	htdocs/install/mysql/tables/llx_accounting_bookkeeping_piece-accounting.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_accounting_bookkeeping_piece	idx_accounting_bookkeeping_piece_fk_user_valid	INDEX	N	fk_user_valid	htdocs/install/mysql/tables/llx_accounting_bookkeeping_piece-accounting.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_accounting_bookkeeping_piece	PRIMARY	PRIMARY KEY	Y	rowid	htdocs/install/mysql/tables/llx_accounting_bookkeeping_piece-accounting.sql	启用	主键在建表文件中定义
llx_accounting_bookkeeping_piece	uk_accounting_bookkeeping_piece_ref	INDEX	Y	ref, entity	htdocs/install/mysql/tables/llx_accounting_bookkeeping_piece-accounting.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_accounting_bookkeeping_tmp	idx_accounting_bookkeeping_tmp_code_journal	INDEX	N	code_journal	htdocs/install/mysql/tables/llx_accounting_bookkeeping_tmp-accounting.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_accounting_bookkeeping_tmp	idx_accounting_bookkeeping_tmp_doc_date	INDEX	N	doc_date	htdocs/install/mysql/tables/llx_accounting_bookkeeping_tmp-accounting.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_accounting_bookkeeping_tmp	idx_accounting_bookkeeping_tmp_fk_docdet	INDEX	N	fk_docdet	htdocs/install/mysql/tables/llx_accounting_bookkeeping_tmp-accounting.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_accounting_bookkeeping_tmp	idx_accounting_bookkeeping_tmp_numero_compte	INDEX	N	numero_compte	htdocs/install/mysql/tables/llx_accounting_bookkeeping_tmp-accounting.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_accounting_bookkeeping_tmp	idx_accounting_bookkeeping_tmp_ref	INDEX	N	ref	htdocs/install/mysql/tables/llx_accounting_bookkeeping_tmp-accounting.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_accounting_bookkeeping_tmp	PRIMARY	PRIMARY KEY	Y	rowid	htdocs/install/mysql/tables/llx_accounting_bookkeeping_tmp-accounting.sql	启用	主键在建表文件中定义
llx_accounting_bookkeeping	idx_accounting_bookkeeping_code_journal	INDEX	N	code_journal, entity	htdocs/install/mysql/tables/llx_accounting_bookkeeping-accounting.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_accounting_bookkeeping	idx_accounting_bookkeeping_doc_date	INDEX	N	doc_date	htdocs/install/mysql/tables/llx_accounting_bookkeeping-accounting.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_accounting_bookkeeping	idx_accounting_bookkeeping_fk_doc	INDEX	N	fk_doc	htdocs/install/mysql/tables/llx_accounting_bookkeeping-accounting.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_accounting_bookkeeping	idx_accounting_bookkeeping_fk_docdet	INDEX	N	fk_docdet	htdocs/install/mysql/tables/llx_accounting_bookkeeping-accounting.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_accounting_bookkeeping	idx_accounting_bookkeeping_numero_compte	INDEX	N	numero_compte, entity	htdocs/install/mysql/tables/llx_accounting_bookkeeping-accounting.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_accounting_bookkeeping	idx_accounting_bookkeeping_piece_num	INDEX	N	piece_num, entity	htdocs/install/mysql/tables/llx_accounting_bookkeeping-accounting.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_accounting_bookkeeping	idx_accounting_bookkeeping_ref	INDEX	N	ref	htdocs/install/mysql/tables/llx_accounting_bookkeeping-accounting.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_accounting_bookkeeping	PRIMARY	PRIMARY KEY	Y	rowid	htdocs/install/mysql/tables/llx_accounting_bookkeeping-accounting.sql	启用	主键在建表文件中定义
llx_accounting_category_account	idx_accounting_category_account_fk_accounting_account	INDEX	N	fk_accounting_account	htdocs/install/mysql/tables/llx_accounting_category_account-accounting.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_accounting_category_account	idx_accounting_category_account_fk_accounting_category	INDEX	N	fk_accounting_category	htdocs/install/mysql/tables/llx_accounting_category_account-accounting.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_accounting_category_account	PRIMARY	PRIMARY KEY	Y	rowid	htdocs/install/mysql/tables/llx_accounting_category_account-accounting.sql	启用	主键在建表文件中定义
llx_accounting_category_account	uk_accounting_category_account	INDEX	Y	fk_accounting_category, fk_accounting_account	htdocs/install/mysql/tables/llx_accounting_category_account-accounting.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_accounting_fiscalyear	PRIMARY	PRIMARY KEY	Y	rowid	htdocs/install/mysql/tables/llx_accounting_fiscalyear.sql	启用	主键在建表文件中定义
llx_accounting_groups_account	PRIMARY	PRIMARY KEY	Y	rowid	htdocs/install/mysql/tables/llx_accounting_groups_account.sql	启用	主键在建表文件中定义
llx_accounting_journal	PRIMARY	PRIMARY KEY	Y	rowid	htdocs/install/mysql/tables/llx_accounting_journal.sql	启用	主键在建表文件中定义
llx_accounting_journal	uk_accounting_journal_code	INDEX	Y	code, entity	htdocs/install/mysql/tables/llx_accounting_journal.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_accounting_system	PRIMARY	PRIMARY KEY	Y	rowid	htdocs/install/mysql/tables/llx_accounting_system.sql	启用	主键在建表文件中定义
llx_accounting_system	uk_accounting_system_pcg_version	INDEX	Y	pcg_version	htdocs/install/mysql/tables/llx_accounting_system.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_accounting_transaction_template_det	idx_accounting_transaction_template_det_rowid	INDEX	N	rowid	htdocs/install/mysql/tables/llx_accounting_transaction_template_det-accounting.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_accounting_transaction_template_det	PRIMARY	PRIMARY KEY	Y	rowid	htdocs/install/mysql/tables/llx_accounting_transaction_template_det-accounting.sql	启用	主键在建表文件中定义
llx_accounting_transaction_template	idx_accounting_transaction_template_code	INDEX	N	code	htdocs/install/mysql/tables/llx_accounting_transaction_template-accounting.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_accounting_transaction_template	idx_accounting_transaction_template_rowid	INDEX	N	rowid	htdocs/install/mysql/tables/llx_accounting_transaction_template-accounting.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_accounting_transaction_template	PRIMARY	PRIMARY KEY	Y	rowid	htdocs/install/mysql/tables/llx_accounting_transaction_template-accounting.sql	启用	主键在建表文件中定义
llx_accounting_transaction_template	uk_accounting_transaction_template_code	INDEX	Y	code, entity	htdocs/install/mysql/tables/llx_accounting_transaction_template-accounting.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_actioncomm_extrafields	PRIMARY	PRIMARY KEY	Y	rowid	htdocs/install/mysql/tables/llx_actioncomm_extrafields.sql	启用	主键在建表文件中定义
llx_actioncomm_extrafields	uk_actioncomm_extrafields	INDEX	Y	fk_object	htdocs/install/mysql/tables/llx_actioncomm_extrafields.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_actioncomm_reminder	idx_actioncomm_reminder_dateremind	INDEX	N	dateremind	htdocs/install/mysql/tables/llx_actioncomm_reminder.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_actioncomm_reminder	idx_actioncomm_reminder_fk_contact	INDEX	N	fk_contact	htdocs/install/mysql/tables/llx_actioncomm_reminder.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_actioncomm_reminder	idx_actioncomm_reminder_fk_soc	INDEX	N	fk_soc	htdocs/install/mysql/tables/llx_actioncomm_reminder.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_actioncomm_reminder	idx_actioncomm_reminder_fk_user	INDEX	N	fk_user	htdocs/install/mysql/tables/llx_actioncomm_reminder.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_actioncomm_reminder	idx_actioncomm_reminder_status	INDEX	N	status	htdocs/install/mysql/tables/llx_actioncomm_reminder.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_actioncomm_reminder	PRIMARY	PRIMARY KEY	Y	rowid	htdocs/install/mysql/tables/llx_actioncomm_reminder.sql	启用	主键在建表文件中定义
llx_actioncomm_reminder	uk_actioncomm_reminder_unique	INDEX	Y	fk_actioncomm, fk_user, fk_soc, fk_contact, typeremind, offsetvalue, offsetunit	htdocs/install/mysql/tables/llx_actioncomm_reminder.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_actioncomm_resources	idx_actioncomm_resources_fk_element	INDEX	N	fk_element	htdocs/install/mysql/tables/llx_actioncomm_resources.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_actioncomm_resources	PRIMARY	PRIMARY KEY	Y	rowid	htdocs/install/mysql/tables/llx_actioncomm_resources.sql	启用	主键在建表文件中定义
llx_actioncomm_resources	uk_actioncomm_resources	INDEX	Y	fk_actioncomm, element_type, fk_element	htdocs/install/mysql/tables/llx_actioncomm_resources.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_actioncomm	idx_actioncomm_code	INDEX	N	code	htdocs/install/mysql/tables/llx_actioncomm.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_actioncomm	idx_actioncomm_datep	INDEX	N	datep	htdocs/install/mysql/tables/llx_actioncomm.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_actioncomm	idx_actioncomm_datep2	INDEX	N	datep2	htdocs/install/mysql/tables/llx_actioncomm.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_actioncomm	idx_actioncomm_fk_contact	INDEX	N	fk_contact	htdocs/install/mysql/tables/llx_actioncomm.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_actioncomm	idx_actioncomm_fk_element	INDEX	N	fk_element	htdocs/install/mysql/tables/llx_actioncomm.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_actioncomm	idx_actioncomm_fk_project	INDEX	N	fk_project	htdocs/install/mysql/tables/llx_actioncomm.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_actioncomm	idx_actioncomm_fk_soc	INDEX	N	fk_soc	htdocs/install/mysql/tables/llx_actioncomm.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_actioncomm	idx_actioncomm_fk_user_action	INDEX	N	fk_user_action	htdocs/install/mysql/tables/llx_actioncomm.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_actioncomm	idx_actioncomm_max_participants	INDEX	N	max_participants	htdocs/install/mysql/tables/llx_actioncomm.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_actioncomm	idx_actioncomm_percent	INDEX	N	percent	htdocs/install/mysql/tables/llx_actioncomm.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_actioncomm	idx_actioncomm_recurid	INDEX	N	recurid	htdocs/install/mysql/tables/llx_actioncomm.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_actioncomm	idx_actioncomm_ref	INDEX	N	ref, entity	htdocs/install/mysql/tables/llx_actioncomm.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_actioncomm	idx_actioncomm_ref_ext	INDEX	N	ref_ext	htdocs/install/mysql/tables/llx_actioncomm.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_actioncomm	PRIMARY	PRIMARY KEY	Y	id	htdocs/install/mysql/tables/llx_actioncomm.sql	启用	主键在建表文件中定义
llx_adherent_extrafields	PRIMARY	PRIMARY KEY	Y	rowid	htdocs/install/mysql/tables/llx_adherent_extrafields.sql	启用	主键在建表文件中定义
llx_adherent_extrafields	uk_adherent_extrafields	INDEX	Y	fk_object	htdocs/install/mysql/tables/llx_adherent_extrafields.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_adherent_type_extrafields	PRIMARY	PRIMARY KEY	Y	rowid	htdocs/install/mysql/tables/llx_adherent_type_extrafields.sql	启用	主键在建表文件中定义
llx_adherent_type_extrafields	uk_adherent_type_extrafields	INDEX	Y	fk_object	htdocs/install/mysql/tables/llx_adherent_type_extrafields.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_adherent_type_lang	PRIMARY	PRIMARY KEY	Y	rowid	htdocs/install/mysql/tables/llx_adherent_type_lang.sql	启用	主键在建表文件中定义
llx_adherent_type	PRIMARY	PRIMARY KEY	Y	rowid	htdocs/install/mysql/tables/llx_adherent_type.sql	启用	主键在建表文件中定义
llx_adherent_type	uk_adherent_type_libelle	INDEX	Y	libelle, entity	htdocs/install/mysql/tables/llx_adherent_type.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_adherent	idx_adherent_fk_adherent_type	INDEX	N	fk_adherent_type	htdocs/install/mysql/tables/llx_adherent.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_adherent	PRIMARY	PRIMARY KEY	Y	rowid	htdocs/install/mysql/tables/llx_adherent.sql	启用	主键在建表文件中定义
llx_adherent	uk_adherent_fk_soc	INDEX	Y	fk_soc	htdocs/install/mysql/tables/llx_adherent.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_adherent	uk_adherent_login	INDEX	Y	login, entity	htdocs/install/mysql/tables/llx_adherent.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_adherent	uk_adherent_ref	INDEX	Y	ref, entity	htdocs/install/mysql/tables/llx_adherent.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_ai_request_log	idx_ai_request_log_date	INDEX	N	date_request	htdocs/install/mysql/tables/llx_ai_request_log-ai.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_ai_request_log	idx_ai_request_log_entity	INDEX	N	entity	htdocs/install/mysql/tables/llx_ai_request_log-ai.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_ai_request_log	idx_ai_request_log_fk_actioncomm	INDEX	N	fk_actioncomm	htdocs/install/mysql/tables/llx_ai_request_log-ai.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_ai_request_log	idx_ai_request_log_input_hash	INDEX	N	input_hash	htdocs/install/mysql/tables/llx_ai_request_log-ai.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_ai_request_log	idx_ai_request_log_security_hash	INDEX	N	security_hash	htdocs/install/mysql/tables/llx_ai_request_log-ai.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_ai_request_log	idx_ai_request_log_status	INDEX	N	status	htdocs/install/mysql/tables/llx_ai_request_log-ai.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_ai_request_log	idx_ai_request_log_user	INDEX	N	fk_user	htdocs/install/mysql/tables/llx_ai_request_log-ai.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_ai_request_log	PRIMARY	PRIMARY KEY	Y	rowid	htdocs/install/mysql/tables/llx_ai_request_log-ai.sql	启用	主键在建表文件中定义
llx_asset_accountancy_codes_economic	idx_asset_ace_rowid	INDEX	N	rowid	htdocs/install/mysql/tables/llx_asset_accountancy_codes_economic-asset.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_asset_accountancy_codes_economic	PRIMARY	PRIMARY KEY	Y	rowid	htdocs/install/mysql/tables/llx_asset_accountancy_codes_economic-asset.sql	启用	主键在建表文件中定义
llx_asset_accountancy_codes_fiscal	idx_asset_acf_rowid	INDEX	N	rowid	htdocs/install/mysql/tables/llx_asset_accountancy_codes_fiscal-asset.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_asset_accountancy_codes_fiscal	PRIMARY	PRIMARY KEY	Y	rowid	htdocs/install/mysql/tables/llx_asset_accountancy_codes_fiscal-asset.sql	启用	主键在建表文件中定义
llx_asset_depreciation_options_economic	idx_asset_doe_rowid	INDEX	N	rowid	htdocs/install/mysql/tables/llx_asset_depreciation_options_economic-asset.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_asset_depreciation_options_economic	PRIMARY	PRIMARY KEY	Y	rowid	htdocs/install/mysql/tables/llx_asset_depreciation_options_economic-asset.sql	启用	主键在建表文件中定义
llx_asset_depreciation_options_fiscal	idx_asset_dof_rowid	INDEX	N	rowid	htdocs/install/mysql/tables/llx_asset_depreciation_options_fiscal-asset.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_asset_depreciation_options_fiscal	PRIMARY	PRIMARY KEY	Y	rowid	htdocs/install/mysql/tables/llx_asset_depreciation_options_fiscal-asset.sql	启用	主键在建表文件中定义
llx_asset_depreciation	idx_asset_depreciation_depreciation_mode	INDEX	N	depreciation_mode	htdocs/install/mysql/tables/llx_asset_depreciation-asset.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_asset_depreciation	idx_asset_depreciation_fk_asset	INDEX	N	fk_asset	htdocs/install/mysql/tables/llx_asset_depreciation-asset.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_asset_depreciation	idx_asset_depreciation_ref	INDEX	N	ref	htdocs/install/mysql/tables/llx_asset_depreciation-asset.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_asset_depreciation	idx_asset_depreciation_rowid	INDEX	N	rowid	htdocs/install/mysql/tables/llx_asset_depreciation-asset.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_asset_depreciation	PRIMARY	PRIMARY KEY	Y	rowid	htdocs/install/mysql/tables/llx_asset_depreciation-asset.sql	启用	主键在建表文件中定义
llx_asset_extrafields	idx_asset_extrafields	INDEX	N	fk_object	htdocs/install/mysql/tables/llx_asset_extrafields-asset.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_asset_extrafields	PRIMARY	PRIMARY KEY	Y	rowid	htdocs/install/mysql/tables/llx_asset_extrafields-asset.sql	启用	主键在建表文件中定义
llx_asset_model_extrafields	idx_asset_model_extrafields	INDEX	N	fk_object	htdocs/install/mysql/tables/llx_asset_model_extrafields-asset.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_asset_model_extrafields	PRIMARY	PRIMARY KEY	Y	rowid	htdocs/install/mysql/tables/llx_asset_model_extrafields-asset.sql	启用	主键在建表文件中定义
llx_asset_model	idx_asset_model_entity	INDEX	N	entity	htdocs/install/mysql/tables/llx_asset_model-asset.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_asset_model	idx_asset_model_pays	INDEX	N	fk_pays	htdocs/install/mysql/tables/llx_asset_model-asset.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_asset_model	idx_asset_model_ref	INDEX	N	ref	htdocs/install/mysql/tables/llx_asset_model-asset.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_asset_model	idx_asset_model_rowid	INDEX	N	rowid	htdocs/install/mysql/tables/llx_asset_model-asset.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_asset_model	PRIMARY	PRIMARY KEY	Y	rowid	htdocs/install/mysql/tables/llx_asset_model-asset.sql	启用	主键在建表文件中定义
llx_asset_model	uk_asset_model	INDEX	Y	entity, ref	htdocs/install/mysql/tables/llx_asset_model-asset.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_asset	idx_asset_fk_asset_model	INDEX	N	fk_asset_model	htdocs/install/mysql/tables/llx_asset-asset.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_asset	idx_asset_fk_disposal_type	INDEX	N	fk_disposal_type	htdocs/install/mysql/tables/llx_asset-asset.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_asset	PRIMARY	PRIMARY KEY	Y	rowid	htdocs/install/mysql/tables/llx_asset-asset.sql	启用	主键在建表文件中定义
llx_bank_account_extrafields	PRIMARY	PRIMARY KEY	Y	rowid	htdocs/install/mysql/tables/llx_bank_account_extrafields.sql	启用	主键在建表文件中定义
llx_bank_account_extrafields	uk_bank_account_extrafields	INDEX	Y	fk_object	htdocs/install/mysql/tables/llx_bank_account_extrafields.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_bank_account	idx_fk_accountancy_journal	INDEX	N	fk_accountancy_journal	htdocs/install/mysql/tables/llx_bank_account.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_bank_account	PRIMARY	PRIMARY KEY	Y	rowid	htdocs/install/mysql/tables/llx_bank_account.sql	启用	主键在建表文件中定义
llx_bank_extrafields	PRIMARY	PRIMARY KEY	Y	rowid	htdocs/install/mysql/tables/llx_bank_extrafields.sql	启用	主键在建表文件中定义
llx_bank_extrafields	uk_bank_extrafields	INDEX	Y	fk_object	htdocs/install/mysql/tables/llx_bank_extrafields.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_bank_import	PRIMARY	PRIMARY KEY	Y	rowid	htdocs/install/mysql/tables/llx_bank_import-bank.sql	启用	主键在建表文件中定义
llx_bank_record_link	PRIMARY	PRIMARY KEY	Y	rowid	htdocs/install/mysql/tables/llx_bank_record_link-bank.sql	启用	主键在建表文件中定义
llx_bank_record	PRIMARY	PRIMARY KEY	Y	rowid	htdocs/install/mysql/tables/llx_bank_record-bank.sql	启用	主键在建表文件中定义
llx_bank_url	idx_bank_url_url_id	INDEX	N	url_id	htdocs/install/mysql/tables/llx_bank_url.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_bank_url	PRIMARY	PRIMARY KEY	Y	rowid	htdocs/install/mysql/tables/llx_bank_url.sql	启用	主键在建表文件中定义
llx_bank_url	uk_bank_url	INDEX	Y	fk_bank, url_id, type	htdocs/install/mysql/tables/llx_bank_url.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_bank	idx_bank_dateo	INDEX	N	dateo	htdocs/install/mysql/tables/llx_bank.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_bank	idx_bank_datev	INDEX	N	datev	htdocs/install/mysql/tables/llx_bank.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_bank	idx_bank_fk_account	INDEX	N	fk_account	htdocs/install/mysql/tables/llx_bank.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_bank	idx_bank_num_releve	INDEX	N	num_releve	htdocs/install/mysql/tables/llx_bank.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_bank	idx_bank_rappro	INDEX	N	rappro	htdocs/install/mysql/tables/llx_bank.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_bank	PRIMARY	PRIMARY KEY	Y	rowid	htdocs/install/mysql/tables/llx_bank.sql	启用	主键在建表文件中定义
llx_blockedlog	entity_rowid	INDEX	N	entity, rowid	htdocs/install/mysql/tables/llx_blockedlog.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_blockedlog	fk_object_element	INDEX	N	fk_object, element	htdocs/install/mysql/tables/llx_blockedlog.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_blockedlog	fk_user	INDEX	N	fk_user	htdocs/install/mysql/tables/llx_blockedlog.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_blockedlog	idx_entity_action_certified	INDEX	N	entity, action	htdocs/install/mysql/tables/llx_blockedlog.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_blockedlog	idx_ref_object	INDEX	N	ref_object	htdocs/install/mysql/tables/llx_blockedlog.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_blockedlog	PRIMARY	PRIMARY KEY	Y	rowid	htdocs/install/mysql/tables/llx_blockedlog.sql	启用	主键在建表文件中定义
llx_blockedlog	signature	INDEX	N	signature	htdocs/install/mysql/tables/llx_blockedlog.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_blockedlog	signature_backward	INDEX	N	signature_backward	htdocs/install/mysql/tables/llx_blockedlog.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_bom_bom_extrafields	PRIMARY	PRIMARY KEY	Y	rowid	htdocs/install/mysql/tables/llx_bom_bom_extrafields-bom.sql	启用	主键在建表文件中定义
llx_bom_bom_extrafields	uk_bom_bom_extrafields_fk_object	INDEX	Y	fk_object	htdocs/install/mysql/tables/llx_bom_bom_extrafields-bom.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_bom_bom	idx_bom_bom_fk_product	INDEX	N	fk_product	htdocs/install/mysql/tables/llx_bom_bom-bom.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_bom_bom	idx_bom_bom_ref	INDEX	N	ref	htdocs/install/mysql/tables/llx_bom_bom-bom.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_bom_bom	idx_bom_bom_rowid	INDEX	N	rowid	htdocs/install/mysql/tables/llx_bom_bom-bom.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_bom_bom	idx_bom_bom_status	INDEX	N	status	htdocs/install/mysql/tables/llx_bom_bom-bom.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_bom_bom	PRIMARY	PRIMARY KEY	Y	rowid	htdocs/install/mysql/tables/llx_bom_bom-bom.sql	启用	主键在建表文件中定义
llx_bom_bom	uk_bom_bom_ref	INDEX	Y	ref, entity	htdocs/install/mysql/tables/llx_bom_bom-bom.key.sql	启用	索引由 .key.sql 安装脚本创建
llx_bom_bomline_extrafields	PRIMARY	PRIMARY KEY	Y	rowid	htdocs/install/mysql/tables/llx_bom_bomline_extrafields-bom.sql	启用	主键在建表文件中定义
